Date,Total NAV,NAV,Sell NAV,Buy NAV,Change
2022-01-14,7559869533.95,21.5886,21.5887,21.5886,-0.2914
2022-01-18,7497220080.85,21.4142,21.4143,21.4142,-0.2145
2022-01-19,7438204379.7,21.2261,21.2262,21.2261,-0.1881
2022-01-20,7464439470.68,21.3211,21.3212,21.3211,0.095
2022-01-21,7257913334.74,20.7418,20.7419,20.7418,-0.5793
2022-01-24,6918133906.55,19.8193,19.8194,19.8193,-0.9225
2022-01-25,6956387339.18,19.9681,19.9682,19.9681,0.1488
2022-01-26,7101959248.31,20.4173,20.4174,20.4173,0.4492
2022-01-27,7059046493.8,20.2984,20.2985,20.2984,-0.1189
2022-01-28,7058065220.98,20.3051,20.3052,20.3051,0.0067
2022-01-31,7246414813.06,20.8537,20.8538,20.8537,0.5486
2022-02-01,7323193189.15,21.055,21.0551,21.055,0.2013
2022-02-02,7367020482.28,21.1639,21.164,21.1639,0.1089
2022-02-03,7231666536.67,20.7555,20.7556,20.7555,-0.4084
2022-02-04,7175861373.44,20.5765,20.5766,20.5765,-0.179
2022-02-07,7215998448.67,20.6856,20.6857,20.6856,0.1091
2022-02-08,7209944565.37,20.6693,20.6694,20.6693,-0.0163
2022-02-09,7310149088.92,20.9495,20.9496,20.9495,0.2802
2022-02-10,7318331004.98,20.9793,20.9794,20.9793,0.0298
2022-02-11,7208446158.49,20.6556,20.6557,20.6556,-0.3237
2022-02-14,7060919172.44,20.2421,20.2422,20.2421,-0.4135
2022-02-15,7100994124.8,20.3656,20.3657,20.3656,0.1235
2022-02-17,6996820896.21,20.0566,20.0567,20.0566,-0.309
2022-02-18,6841406468.93,19.6128,19.6129,19.6128,-0.4438
2022-02-22,6841359528.41,19.611,19.6111,19.611,0.164
2022-02-23,6781319944.01,19.4575,19.4576,19.4575,-0.1535
2022-02-24,6664235590.62,19.1411,19.1412,19.1411,-0.3164
2022-02-25,6896017613.41,19.8594,19.8595,19.8594,0.7183
2022-02-28,6932996414.29,19.9585,19.9586,19.9585,0.0991
2022-03-01,6784325779.62,19.5089,19.509,19.5089,-0.4496
2022-03-02,6864641136.3,19.7266,19.7267,19.7266,0.2177
2022-03-03,6810218466.54,19.5659,19.566,19.5659,-0.1607
2022-03-04,6658031764.8,19.1172,19.1173,19.1172,-0.4487
2022-03-07,6591056646.54,18.9244,18.9245,18.9244,-0.1928
2022-03-08,6503511039.96,18.6702,18.6703,18.6702,-0.2542
2022-03-09,6728246176.55,19.3189,19.319,19.3189,0.6487
2022-03-10,6627659698.51,19.0448,19.0449,19.0448,-0.2741
2022-03-11,6662280488.42,19.1266,19.1267,19.1266,0.0818
2022-03-14,6546839371.48,18.8099,18.81,18.8099,-0.3167
2022-03-15,6616086378.03,18.9973,18.9974,18.9973,0.1874
2022-03-16,6823460331.98,19.5972,19.5973,19.5972,0.5999
2022-03-17,6927526392.12,19.886,19.8861,19.886,0.2888
2022-03-18,7081925999.73,20.3145,20.3146,20.3145,0.4285
2022-03-21,7072365692.0,20.275,20.2751,20.275,-0.0395
2022-03-22,7211232759.1,20.6471,20.6472,20.6471,0.3721
2022-03-23,7195413203.84,20.5929,20.593,20.5929,-0.0542
2022-03-24,7220134822.39,20.6273,20.6274,20.6273,0.0344
2022-03-25,7228282886.25,20.6418,20.6419,20.6418,0.0145
2022-03-28,7246117173.44,20.6845,20.6846,20.6845,0.0427
2022-03-29,7451586681.5,21.2416,21.2417,21.2416,0.5571
2022-03-30,7394457981.13,21.0594,21.0595,21.0594,-0.1822
2022-03-31,7329080810.6,20.8398,20.8399,20.8398,-0.2196
2022-04-01,7260758427.81,20.6317,20.6318,20.6317,-0.2081
2022-04-04,7400741868.37,21.0046,21.0047,21.0046,0.3729
2022-04-05,7276786269.36,20.6385,20.6386,20.6385,-0.3661
2022-04-07,7047591291.29,19.9758,19.9759,19.9758,-0.6627
2022-04-08,7096327703.5,20.131,20.1311,20.131,0.1552
2022-04-11,6969626725.16,19.7698,19.7699,19.7698,-0.3612
2022-04-12,7007669967.21,19.8599,19.86,19.8599,0.0901
2022-04-18,6895700313.55,19.5397,19.5398,19.5397,-0.3202
2022-04-19,7013015858.42,19.8654,19.8655,19.8654,0.3257
2022-04-20,6972384196.27,19.7488,19.7489,19.7488,-0.1166
2022-04-21,6941547293.54,19.6464,19.6465,19.6464,-0.1024
2022-04-22,6780275175.22,19.1821,19.1822,19.1821,-0.4643
2022-04-25,6658059638.34,18.8585,18.8586,18.8585,-0.3236
2022-04-26,6608419167.1,18.7031,18.7032,18.7031,-0.1554
2022-04-27,6634779233.19,18.7736,18.7737,18.7736,0.0705
2022-04-28,6727186492.81,19.0335,19.0336,19.0335,0.2599
2022-04-29,6796080777.71,19.2196,19.2197,19.2196,0.1861
2022-05-03,6811161304.06,19.2128,19.2129,19.2128,-0.0068
2022-05-05,6638801809.09,18.7138,18.7139,18.7138,-0.499
2022-05-06,6590484555.36,18.5497,18.5498,18.5497,-0.1641
2022-05-09,6405246889.1,18.0232,18.0233,18.0232,-0.5265
2022-05-10,6349898717.3,17.8993,17.8994,17.8993,-0.1239
2022-05-11,6427217229.47,18.114,18.1141,18.114,0.2147
2022-05-12,6281158640.87,17.6951,17.6952,17.6951,-0.4189
2022-05-13,6545034686.74,18.436,18.4361,18.436,0.7409
2022-05-17,6567981273.11,18.5193,18.5194,18.5193,0.0833
2022-05-18,6458771666.93,18.205,18.2051,18.205,-0.3143
2022-05-19,6485232288.81,18.2741,18.2742,18.2741,0.0691
2022-05-20,6374945031.97,17.9687,17.9688,17.9687,-0.3054
2022-05-23,6488004405.98,18.2681,18.2682,18.2681,0.2994
2022-05-24,6338625020.74,17.8512,17.8513,17.8512,-0.4169
2022-05-25,6397892451.87,18.0125,18.0126,18.0125,0.1613
2022-05-26,6568348613.07,18.491,18.4911,18.491,0.4785
2022-05-27,6700333387.25,18.8733,18.8734,18.8733,0.3823
2022-05-31,6749293830.46,18.9803,18.9804,18.9803,-0.111
2022-06-01,6702952440.79,18.8226,18.8227,18.8226,-0.1577
2022-06-02,6823979423.45,19.1498,19.1499,19.1498,0.3272
2022-06-06,6845418073.08,19.2024,19.2025,19.2024,0.0526
2022-06-07,6824157231.02,19.1356,19.1357,19.1356,-0.0668
2022-06-08,6893640683.49,19.3507,19.3508,19.3507,0.2151
2022-06-09,6775298235.46,19.0187,19.0188,19.0187,-0.332
2022-06-10,6472527623.28,18.1674,18.1675,18.1674,-0.8513
2022-06-13,6170995209.1,17.3474,17.3475,17.3474,-0.82
2022-06-14,6168135723.86,17.3357,17.3358,17.3357,-0.0117
2022-06-15,6245764062.48,17.5537,17.5538,17.5537,0.218
2022-06-16,6068251140.12,17.0506,17.0507,17.0506,-0.5031
2022-06-17,6113661132.8,17.1652,17.1653,17.1652,0.1146
2022-06-21,6271607669.4,17.6143,17.6144,17.6143,0.2462
2022-06-22,6262128309.17,17.577,17.5771,17.577,-0.0373
2022-06-23,6279679705.01,17.6223,17.6224,17.6223,0.0453
2022-06-24,6516211582.3,18.2843,18.2844,18.2843,0.662
2022-06-27,6559186956.11,18.3743,18.3744,18.3743,0.09
2022-06-28,6441072800.88,18.0268,18.0269,18.0268,-0.3475
2022-06-29,6356559772.94,17.787,17.7871,17.787,-0.2398
2022-06-30,6275952085.71,17.5839,17.584,17.5839,-0.2031
2022-07-01,6232982464.38,17.4556,17.4557,17.4556,-0.1283
2022-07-05,6255937532.02,17.5152,17.5153,17.5152,-0.1309
2022-07-06,6341389396.81,17.7599,17.76,17.7599,0.2447
2022-07-07,6509105774.09,18.2324,18.2325,18.2324,0.4725
2022-07-08,6558495638.99,18.346,18.3461,18.346,0.1136
2022-07-11,6422279148.7,17.9606,17.9607,17.9606,-0.3854
2022-07-12,6400205595.49,17.8981,17.8982,17.8981,-0.0625
2022-07-14,6279576475.4,17.5609,17.561,17.5609,-0.3372
2022-07-15,6430519889.04,17.9773,17.9774,17.9773,0.4164
2022-07-18,6581982523.85,18.3956,18.3957,18.3956,0.4183
2022-07-19,6611594359.93,18.4846,18.4847,18.4846,0.089
2022-07-20,6771044806.54,18.9267,18.9268,18.9267,0.4421
2022-07-21,6814285280.64,19.0424,19.0425,19.0424,0.1157
2022-07-22,6772332276.34,18.9128,18.9129,18.9128,-0.1296
2022-07-25,6711801858.05,18.74,18.7401,18.74,-0.1728
2022-07-26,6605541028.95,18.4312,18.4313,18.4312,-0.3088
2022-07-27,6770659223.27,18.8856,18.8857,18.8856,0.4544
2022-08-01,6966776259.19,19.4191,19.4192,19.4191,0.5335
2022-08-02,6939602952.04,19.348,19.3481,19.348,-0.0711
2022-08-03,7086745540.13,19.7512,19.7513,19.7512,0.4032
2022-08-04,7082885646.4,19.7412,19.7413,19.7412,-0.01
2022-08-05,6992426526.03,19.4847,19.4848,19.4847,-0.2565
2022-08-08,7087696331.24,19.741,19.7411,19.741,0.2563
2022-08-09,6908808379.31,19.2317,19.2318,19.2317,-0.5093
2022-08-10,7122208132.92,19.8216,19.8217,19.8216,0.5899
2022-08-11,7107868219.25,19.7764,19.7765,19.7764,-0.0452
2022-08-15,7222377678.65,20.0891,20.0892,20.0891,0.3127
2022-08-16,7200623587.58,20.0188,20.0189,20.0188,-0.0703
2022-08-17,7059051038.04,19.6237,19.6238,19.6237,-0.3951
2022-08-18,7150299817.86,19.8698,19.8699,19.8698,0.2461
2022-08-19,7013381824.49,19.4831,19.4832,19.4831,-0.3867
2022-08-22,6905594688.8,19.1963,19.1964,19.1963,-0.2868
2022-08-23,6872001474.43,19.1221,19.1222,19.1221,-0.0742
2022-08-24,6910867234.45,19.2277,19.2278,19.2277,0.1056
2022-08-25,6943408762.26,19.3126,19.3127,19.3126,0.0849
2022-08-26,6879270568.24,19.1224,19.1225,19.1224,-0.1902
2022-08-29,6795073219.91,18.8551,18.8552,18.8551,-0.2673
2022-08-30,6721234684.09,18.6477,18.6478,18.6477,-0.2074
2022-08-31,6759204798.24,18.7434,18.7435,18.7434,0.0957
2022-09-01,6569434338.26,18.2352,18.2353,18.2352,-0.5082
2022-09-02,6755479716.82,18.7491,18.7492,18.7491,0.5139
2022-09-06,6609967664.66,18.3371,18.3372,18.3371,-0.0003
2022-09-07,6616541242.11,18.3378,18.3379,18.3378,0.0007
2022-09-08,6684035916.22,18.5186,18.5187,18.5186,0.1808
